Institution,order,metrics,id_downloaded,link,type,name,uri,countryCode,region,sector,id,country,book_downloaded_2012,book_downloaded_2013,book_downloaded_2014,book_downloaded_2015,book_downloaded_2016,patent_downloaded_2012,patent_downloaded_2013,patent_downloaded_2014,patent_downloaded_2015,patent_downloaded_2016
Universidad Cientifica del Sur,6198,,,,,,,,,,,,,,1,1,,,,,,
Kettering General Hospital,6199,,,,,,,,,,,,,,1,1,,,,,,
SNC-Lavalin Group,6200,,,,,,,,,,,,,,1,1,,,,,,
Kintampo Health Research Centre,6201,,,,,,,,,,,,,,1,1,,,,,,
Jining Medical College,6202,,,,,,,,,,,,,,1,1,,,,,,
Isaac Newton Group of Telescopes,6203,,,,,,,,,,,,,,1,1,,,,,,
Herzen Russian State Pedagogical University,6204,,,,,,,,,,,,,,1,1,,,,,,
Instituto Nacional de Perinatologia,6205,,,,,,,,,,,,,,1,1,,,,,,
Universidade de Ribeirao Preto,6206,,,,,,,,,,,,,,1,1,,,,,,
Escuela Nacional de Salud Publica,6207,,,,,,,,,,,,,,1,1,,,,,,
Kazakh National Technical University,6208,,,,,,,,,,,,,,1,1,,,,,,
Universidad Nacional Agraria La Molina,6209,,,,,,,,,,,,,,1,1,,,,,,
RAS - Pavlov Institute of Physiology,6210,,,,,,,,,,,,,,1,1,,,,,,
National College of Ireland,6211,,,,,,,,,,,,,,1,1,,,,,,
University of Economics in Bratislava,6212,,,,,,,,,,,,,,1,1,,,,,,
Philadelphia University,6213,,,,,,,,,,,,,,1,1,,,,,,
Tamil Nadu Veterinary and Animal Sciences University,6214,,,,,,,,,,,,,,1,1,,,,,,
Voronezh State Technical University,6215,,,,,,,,,,,,,,1,1,,,,,,
Israel Electric Corporation Ltd.,6216,,,,,,,,,,,,,,1,1,,,,,,
FAW Group Corporation,6217,,,,,,,,,,,,,,1,1,,,,,,
Federal State Unitary Enterprise,6218,,,,,,,,,,,,,,1,1,,,,,,
University of Suffolk,6219,,,,,,,,,,,,,,1,1,,,,,,
Baptist Hospital Miami,6220,,,,,,,,,,,,,,1,1,,,,,,
North Middlesex Hospital,6221,,,,,,,,,,,,,,1,1,,,,,,
Tripura University,6222,,,,,,,,,,,,,,1,1,,,,,,
Meisei University,6223,,,,,,,,,,,,,,1,1,,,,,,
North China Institute of Science and Technology,6224,,,,,,,,,,,,,,1,1,,,,,,
Natick Soldier Center,6225,,,,,,,,,,,,,,1,1,,,,,,
Instituto Biologico - Sao Paulo,6226,,,,,,,,,,,,,,1,1,,,,,,
AU Optronics Taiwan,6227,,,,,,,,,,,,,,1,1,,,,,,
National Institute of Oceanography and Fisheries,6228,,1,https://api.elsevier.com/metrics/institution/701022,application/json,National Institute of Oceanography and Fisheries,Institution/701022,egy,AFR,government,701022,Egypt,,,1,1,,,,,,
Assuta Medical Center,6229,,,,,,,,,,,,,,1,1,,,,,,
Maebashi Institute of Technology,6230,,,,,,,,,,,,,,1,1,,,,,,
Symantec Corporation,6231,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Emden/Leer ? University of Applied Sciences Emden/Leer,6232,,,,,,,,,,,,,,-1,-1,,,,,,
Hastings Center,6233,,,,,,,,,,,,,,1,1,,,,,,
Epsom and St. Helier University Hospitals NHS trust,6234,,,,,,,,,,,,,,1,1,,,,,,
"Taisho Pharmaceutical Co., Ltd.",6235,,,,,,,,,,,,,,1,1,,,,,,
Firmenich SA,6236,,,,,,,,,,,,,,1,1,,,,,,
Instituto Agronomico do Parana,6237,,,,,,,,,,,,,,1,1,,,,,,
MAN Diesel and Turbo,6238,,,,,,,,,,,,,,1,1,,,,,,
Schering-Plough Biopharma,6239,,,,,,,,,,,,,,1,1,,,,,,
Kanto Gakuin University,6240,,,,,,,,,,,,,,1,1,,,,,,
BIAS - Bremer Institut fur angewandte Strahltechnik GmbH,6241,,,,,,,,,,,,,,1,1,,,,,,
National University of Laos,6242,,,,,,,,,,,,,,1,1,,,,,,
Teikyo Heisei University,6243,,,,,,,,,,,,,,1,1,,,,,,
Ramkhamhaeng University,6244,,,,,,,,,,,,,,1,1,,,,,,
Fraunhofer Institute for Silicate Research,6245,,,,,,,,,,,,,,1,1,,,,,,
Dolby Laboratories,6246,,,,,,,,,,,,,,1,1,,,,,,
Kilis 7 Aralik University,6247,,,,,,,,,,,,,,1,1,,,,,,
"Netflix, Inc.",6248,,,,,,,,,,,,,,1,1,,,,,,
Radcliffe Infirmary,6249,,,,,,,,,,,,,,1,1,,,,,,
Troitsk Institute for Innovation and Fusion Research,6250,,,,,,,,,,,,,,1,1,,,,,,
National Jewish Medical and Research Center,6251,,,,,,,,,,,,,,1,1,,,,,,
Dorset County Hospital,6252,,,,,,,,,,,,,,1,1,,,,,,
Mallinckrodt Inc,6253,,,,,,,,,,,,,,1,1,,,,,,
Beijing Institute of Fashion Technology,6254,,,,,,,,,,,,,,1,1,,,,,,
Alexander Dubcek University of Trencin,6255,,,,,,,,,,,,,,1,1,,,,,,
California State University East Bay,6256,,,,,,,,,,,,,,1,1,,,,,,
Beijing Wuzi University,6257,,,,,,,,,,,,,,1,1,,,,,,
Lexicon Genetics Incorporated,6258,,,,,,,,,,,,,,1,1,,,,,,
Yeshwantrao Chavan College of Engineering,6259,,,,,,,,,,,,,,1,1,,,,,,
Institute of Applied Mathematics and Mechanics of NASU,6260,,,,,,,,,,,,,,1,1,,,,,,
Institut Pasteur du Maroc,6261,,,,,,,,,,,,,,1,1,,,,,,
St. Luke's Medical Center Quezon City,6262,,,,,,,,,,,,,,1,1,,,,,,
Royal Glamorgan Hospital,6263,,,,,,,,,,,,,,1,1,,,,,,
Mus Alparslan University,6264,,,,,,,,,,,,,,1,1,,,,,,
IBM China Research Laboratory,6265,,1,https://api.elsevier.com/metrics/institution/203371,application/json,IBM China Research Laboratory,Institution/203371,chn,APAC,corporate,203371,China,,,1,1,,,,,,
Hochschule fur angewandte Wissenschaften Ingolstadt - University of Applied Sciences Ingolstadt,6266,,,,,,,,,,,,,,1,1,,,,,,
Ministry of Education and Science of the Republic of Kazakhstan,6267,,,,,,,,,,,,,,1,1,,,,,,
Centro Universitario Franciscano,6268,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Esslingen - University of Applied Sciences Esslingen,6269,,,,,,,,,,,,,,1,1,,,,,,
Henkel KGaA,6270,,,,,,,,,,,,,,1,1,,,,,,
Whittington Hospital,6271,,,,,,,,,,,,,,1,1,,,,,,
The Citadel - The Military College of South Carolina,6272,,,,,,,,,,,,,,1,1,,,,,,
Military Technical Academy,6273,,,,,,,,,,,,,,1,1,,,,,,
Beijing Union Medical College,6274,,,,,,,,,,,,,,1,1,,,,,,
PTT,6275,,,,,,,,,,,,,,1,1,,,,,,
ENITA Ecole Nationale d'lngenieurs des Travaux Agricoles de Bordeaux,6276,,,,,,,,,,,,,,1,1,,,,,,
Nihon Fukushi University,6277,,,,,,,,,,,,,,1,1,,,,,,
ENIT Ecole Nationale d Ingenieurs de Tarbes,6278,,,,,,,,,,,,,,1,1,,,,,,
Dharmsinh Desai University,6279,,,,,,,,,,,,,,1,1,,,,,,
VINCI,6280,,,,,,,,,,,,,,1,1,,,,,,
Institute of Radio Astronomy National Academy of Sciences of Ukraine,6281,,,,,,,,,,,,,,1,1,,,,,,
Chitose Institute of Science and Technology,6282,,,,,,,,,,,,,,1,1,,,,,,
Ohu University,6283,,,,,,,,,,,,,,1,1,,,,,,
Ministerio de Salud Lima,6284,,,,,,,,,,,,,,1,1,,,,,,
NWFP Agricultural University,6285,,,,,,,,,,,,,,1,1,,,,,,
University of Dubrovnik,6286,,,,,,,,,,,,,,1,1,,,,,,
Fasa University of Medical Sciences,6287,,,,,,,,,,,,,,1,1,,,,,,
"Universidad de La Salle, Bogota",6288,,,,,,,,,,,,,,1,1,,,,,,
Rio Tinto,6289,,,,,,,,,,,,,,1,1,,,,,,
Fukui Prefectural University,6290,,,,,,,,,,,,,,1,1,,,,,,
Varian Medical Systems,6291,,,,,,,,,,,,,,1,1,,,,,,
Beiersdorf AG,6292,,,,,,,,,,,,,,1,1,,,,,,
Orissa University of Agriculture and Technology,6293,,,,,,,,,,,,,,1,1,,,,,,
Central University of Gujarat,6294,,,,,,,,,,,,,,1,1,,,,,,
Caterpillar Inc.,6295,,,,,,,,,,,,,,1,1,,,,,,
Lithuanian University of Health Sciences,6296,,,,,,,,,,,,,,1,1,,,,,,
Universidad Nacional de San Antonio Abad del Cusco,6297,,,,,,,,,,,,,,1,1,,,,,,
RAS - Institute of Gene Biology,6298,,1,https://api.elsevier.com/metrics/institution/331059,application/json,RAS - Institute of Gene Biology,Institution/331059,rus,EUR,academic,331059,Russian Federation,,,1,1,,,,,,
Empresa de Pesquisa Agropecuaria de Minas Gerais,6299,,,,,,,,,,,,,,1,1,,,,,,
Universidade de Mogi das Cruzes,6300,,,,,,,,,,,,,,1,1,,,,,,
Instituto del Mar del Peru,6301,,,,,,,,,,,,,,1,1,,,,,,
Genus plc,6302,,,,,,,,,,,,,,1,1,,,,,,
Institut Pasteur Korea,6303,,,,,,,,,,,,,,1,1,,,,,,
Kostroma State Technological University,6304,,,,,,,,,,,,,,1,1,,,,,,
Gulf University for Science and Technology,6305,,,,,,,,,,,,,,1,1,,,,,,
IDF- Israel Defense Forces,6306,,,,,,,,,,,,,,1,1,,,,,,
Fraunhofer Institute for Wood Research - Wilhelm Klauditz Institute,6307,,,,,,,,,,,,,,1,1,,,,,,
Universidad de Medellin,6308,,,,,,,,,,,,,,1,1,,,,,,
Assam Agricultural University India,6309,,,,,,,,,,,,,,1,1,,,,,,
Azim Premji University,6310,,,,,,,,,,,,,,1,1,,,,,,
Fulbourn Hospital,6311,,,,,,,,,,,,,,1,1,,,,,,
Juniata College,6312,,,,,,,,,,,,,,1,1,,,,,,
"Animal Science Research Institute, Iran",6313,,,,,,,,,,,,,,1,1,,,,,,
Sarawak General Hospital,6314,,,,,,,,,,,,,,1,1,,,,,,
Fachhochschule Worms - University of Applied Sciences Worms,6315,,,,,,,,,,,,,,1,1,,,,,,
Industrial University of Ho Chi Minh City,6316,,,,,,,,,,,,,,1,1,,,,,,
Alenia Spazio,6317,,,,,,,,,,,,,,1,1,,,,,,
Manipur University,6318,,,,,,,,,,,,,,1,1,,,,,,
Clinique Veterinaire,6319,,,,,,,,,,,,,,1,1,,,,,,
L.V.Pisarzhevskii Institute of Physical Chemistry of National Academy of Sciences of the Ukraine,6320,,,,,,,,,,,,,,1,1,,,,,,
Southeast Missouri State University,6321,,1,https://api.elsevier.com/metrics/institution/704954,application/json,Southeast Missouri State University,Institution/704954,usa,NAM,academic,704954,United States,,,1,1,,,,,,
Institute for Condensed Matter Physics Nasu,6322,,,,,,,,,,,,,,1,1,,,,,,
Akzo Nobel,6323,,,,,,,,,,,,,,1,1,,,,,,
Adana Science and Technology University,6324,,,,,,,,,,,,,,1,1,,,,,,
Institute for Applied Problems in Mechanics and Mathematics(IAPMM),6325,,,,,,,,,,,,,,1,1,,,,,,
Wansbeck General Hospital,6326,,,,,,,,,,,,,,1,1,,,,,,
Saitama Institute of Technology,6327,,,,,,,,,,,,,,1,1,,,,,,
Royal Bolton Hospital,6328,,,,,,,,,,,,,,1,1,,,,,,
National Defense University,6329,,,,,,,,,,,,,,1,1,,,,,,
Arthritis Research Center Foundation,6330,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Mittweida ? University of Applied Sciences Mittweida,6331,,,,,,,,,,,,,,1,1,,,,,,
Siyami Ersek Thoracic and Cardiovascular Surgery Center,6332,,,,,,,,,,,,,,1,1,,,,,,
Vikram University India,6333,,,,,,,,,,,,,,1,1,,,,,,
Meliksah Universitesi,6334,,,,,,,,,,,,,,1,1,,,,,,
Infectious Diseases Research Collaboration,6335,,,,,,,,,,,,,,1,1,,,,,,
Ecole Nationale Veterinaire de Nantes,6336,,,,,,,,,,,,,,1,1,,,,,,
Central Research Institute for Dryland Agriculture,6337,,,,,,,,,,,,,,1,1,,,,,,
Manav Rachna International University MRIU,6338,,,,,,,,,,,,,,1,1,,,,,,
Kemerovo State University,6339,,,,,,,,,,,,,,1,1,,,,,,
JIS College of Engineering,6340,,,,,,,,,,,,,,1,1,,,,,,
Ahmedabad University,6341,,,,,,,,,,,,,,1,1,,,,,,
Utah Department of Health,6342,,,,,,,,,,,,,,1,1,,,,,,
Universidad de San Andr?s,6343,,,,,,,,,,,,,,1,1,,,,,,
Birmingham and Solihull Mental Health NHS Foundation Trust,6344,,,,,,,,,,,,,,1,1,,,,,,
California Lutheran University,6345,,,,,,,,,,,,,,1,1,,,,,,
National Research Institute of Police Science,6346,,,,,,,,,,,,,,1,1,,,,,,
Indira Gandhi Institute of Development Research,6347,,,,,,,,,,,,,,1,1,,,,,,
Wrightington Hospital,6348,,,,,,,,,,,,,,1,1,,,,,,
IWT - Stiftung Institut fur Werkstofftechnik,6349,,,,,,,,,,,,,,1,1,,,,,,
Game & Wildlife Conservation Trust,6350,,,,,,,,,,,,,,1,1,,,,,,
Tetra Tech,6351,,,,,,,,,,,,,,1,1,,,,,,
Berhampur University India,6352,,,,,,,,,,,,,,1,1,,,,,,
Basilea Pharmaceutica AG,6353,,,,,,,,,,,,,,1,1,,,,,,
Princess Alexandra Hospital,6354,,1,https://api.elsevier.com/metrics/institution/701690,application/json,Princess Alexandra Hospital,Institution/701690,gbr,EUR,medical,701690,United Kingdom,,,1,1,,,,,,
The Royal School of Library and Information Science,6355,,,,,,,,,,,,,,1,1,,,,,,
Nippon Institute of Technology,6356,,,,,,,,,,,,,,1,1,,,,,,
National Research Institute of Astronomy and Geophysics,6357,,1,https://api.elsevier.com/metrics/institution/701021,application/json,National Research Institute of Astronomy and Geophysics,Institution/701021,egy,AFR,government,701021,Egypt,,,1,1,,,,,,
Nambour General Hospital,6358,,,,,,,,,,,,,,1,1,,,,,,
Temasek Polytechnic,6359,,,,,,,,,,,,,,1,1,,,,,,
Colgate-Palmolive Company,6360,,,,,,,,,,,,,,1,1,,,,,,
Butterfly Conservation,6361,,,,,,,,,,,,,,1,1,,,,,,
Universite Saint-Esprit de Kaslik,6362,,,,,,,,,,,,,,1,1,,,,,,
Rajiv Gandhi University,6363,,,,,,,,,,,,,,1,1,,,,,,
U.S. Naval Medical Research Center Detachment Lima,6364,,1,https://api.elsevier.com/metrics/institution/701202,application/json,U.S. Naval Medical Research Center Detachment Lima,Institution/701202,per,SAM,academic,701202,Peru,,,1,1,,,,,,
Women's & Children's Health Research Institute,6365,,,,,,,,,,,,,,1,1,,,,,,
Comando Geral de Tecnologia Aeroespacial,6366,,,,,,,,,,,,,,1,1,,,,,,
Universidad Mayor de San Simon,6367,,,,,,,,,,,,,,1,1,,,,,,
Institute of Metals and Technology Ljubljana,6368,,,,,,,,,,,,,,1,1,,,,,,
Fachhochschule Sudwestfalen ? South Westphalia University of Applied Sciences,6369,,,,,,,,,,,,,,1,1,,,,,,
Hospital Universitario San Ignacio,6370,,,,,,,,,,,,,,1,1,,,,,,
Bhavnagar University,6371,,,,,,,,,,,,,,1,1,,,,,,
Gulf Medical University,6372,,,,,,,,,,,,,,1,1,,,,,,
James Paget University Hospitals NHS Foundation Trust,6373,,,,,,,,,,,,,,1,1,,,,,,
Central University of Jharkhand,6374,,,,,,,,,,,,,,1,1,,,,,,
"Air Products and Chemicals, Inc.",6375,,,,,,,,,,,,,,1,1,,,,,,
Lam Research Corporation,6376,,,,,,,,,,,,,,1,1,,,,,,
Theodore Bilharz Research Institute,6377,,,,,,,,,,,,,,1,1,,,,,,
Universidad ORT Uruguay,6378,,,,,,,,,,,,,,1,1,,,,,,
"Leibniz Institute for Interactive Materials (DWI), Aachen",6379,,,,,,,,,,,,,,1,1,,,,,,
Kinjo Gakuin University,6380,,,,,,,,,,,,,,1,1,,,,,,
University of the Fraser Valley,6381,,,,,,,,,,,,,,1,1,,,,,,
Instituto Tecnologico Metropolitano,6382,,,,,,,,,,,,,,1,1,,,,,,
Algoma University,6383,,,,,,,,,,,,,,1,1,,,,,,
Osaka Municipal Technical Research Institute,6384,,,,,,,,,,,,,,1,1,,,,,,
National Institute of Hydrology India,6385,,,,,,,,,,,,,,1,1,,,,,,
Migal Galilee Technology Center Israel,6386,,,,,,,,,,,,,,1,1,,,,,,
Russian Academy of Medical Sciences - Institute of Experimental Medicine,6387,,1,https://api.elsevier.com/metrics/institution/331100,application/json,Russian Academy of Medical Sciences - Institute of Experimental Medicine,Institution/331100,rus,EUR,academic,331100,Russian Federation,,,1,1,,,,,,
Senshu University,6388,,,,,,,,,,,,,,1,1,,,,,,
Sinhgad College of Engineering,6389,,,,,,,,,,,,,,1,1,,,,,,
University of Bechar,6390,,,,,,,,,,,,,,1,1,,,,,,
Biomedical Research and Training Institute Harare,6391,,,,,,,,,,,,,,1,1,,,,,,
University Dr Yahia Fares Medea,6392,,,,,,,,,,,,,,1,1,,,,,,
Institute of Electrodynamics of the National Academy of Sciences of Ukraine,6393,,,,,,,,,,,,,,1,1,,,,,,
Northern State Medical Academy,6394,,,,,,,,,,,,,,1,1,,,,,,
Hopital Saint-Jacques,6395,,,,,,,,,,,,,,1,1,,,,,,
Nova Scotia Agricultural College,6396,,,,,,,,,,,,,,1,1,,,,,,
National Key Laboratory for Remanufacturing,6397,,,,,,,,,,,,,,1,1,,,,,,
Universidade Metodista de Piracicaba,6398,,,,,,,,,,,,,,1,1,,,,,,
Alabama State University,6399,,,,,,,,,,,,,,1,1,,,,,,
"Guangxi Institute of Botany, Chinese Academy of Sciences",6400,,,,,,,,,,,,,,1,1,,,,,,
Baystate Health,6401,,,,,,,,,,,,,,1,1,,,,,,
Friedrich Miescher Laboratory of the Max Planck Society,6402,,,,,,,,,,,,,,1,1,,,,,,
Indian Institute of Management Lucknow,6403,,,,,,,,,,,,,,1,1,,,,,,
Agricultural University of Iceland,6404,,1,https://api.elsevier.com/metrics/institution/703807,application/json,Agricultural University of Iceland,Institution/703807,isl,EUR,academic,703807,Iceland,,,1,1,,,,,,
Kirklareli University,6405,,,,,,,,,,,,,,1,1,,,,,,
Smith & Nephew,6406,,,,,,,,,,,,,,1,1,,,,,,
National Instruments,6407,,,,,,,,,,,,,,1,1,,,,,,
Centre Hospitalier Princesse-Grace Monaco,6408,,,,,,,,,,,,,,1,1,,,,,,
Mysore Medical College,6409,,,,,,,,,,,,,,1,1,,,,,,
Instituto de Aeronautica e Espaco,6410,,,,,,,,,,,,,,1,1,,,,,,
Soreq Nuclear Research Center,6411,,,,,,,,,,,,,,1,1,,,,,,
Universite Jean Moulin Lyon 3,6412,,,,,,,,,,,,,,1,1,,,,,,
Carlsberg Research Center,6413,,,,,,,,,,,,,,1,1,,,,,,
Turkish Military Academy,6414,,,,,,,,,,,,,,1,1,,,,,,
Al-Nahrain University,6415,,,,,,,,,,,,,,1,1,,,,,,
Vestas Wind Systems AS,6416,,,,,,,,,,,,,,1,1,,,,,,
Kennedy Institute - National Eye Clinic,6417,,,,,,,,,,,,,,1,1,,,,,,
Finmeccanica,6418,,,,,,,,,,,,,,1,1,,,,,,
Recep Tayyip Erdogan University,6419,,,,,,,,,,,,,,1,1,,,,,,
RAS - Kazan Physical Technical Institute,6420,,,,,,,,,,,,,,1,1,,,,,,
QinetiQ,6421,,,,,,,,,,,,,,1,1,,,,,,
Amylin Pharmaceuticals Incorporated,6422,,,,,,,,,,,,,,1,1,,,,,,
University of Applied Sciences Rapperswil,6423,,,,,,,,,,,,,,1,1,,,,,,
Sigma-Tau S.p.A.,6424,,,,,,,,,,,,,,1,1,,,,,,
Bourgas Prof. Assen Zlatarov University,6425,,,,,,,,,,,,,,1,1,,,,,,
Sapir College,6426,,,,,,,,,,,,,,1,1,,,,,,
Veolia Environnement,6427,,,,,,,,,,,,,,1,1,,,,,,
Aichi Prefectural University,6428,,,,,,,,,,,,,,1,1,,,,,,
Max Planck Institute for the History of Science,6429,,,,,,,,,,,,,,1,1,,,,,,
Moscow State University of Food Production,6430,,1,https://api.elsevier.com/metrics/institution/703187,application/json,Moscow State University of Food Production,Institution/703187,rus,EUR,academic,703187,Russian Federation,,,1,1,,,,,,
Kansas City University of Medicine and Biosciences,6431,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Bremen ? University of Applied Sciences Bremen,6432,,,,,,,,,,,,,,1,1,,,,,,
University of Applied Sciences Bonn-Rhein-Sieg - Fachhochschule Bonn-Rhein-Sieg,6433,,,,,,,,,,,,,,1,1,,,,,,
Chr. Hansen AS,6434,,,,,,,,,,,,,,1,1,,,,,,
National Institute of Technology Meghalaya,6435,,,,,,,,,,,,,,1,1,,,,,,
Egyptian Ministry of Health and Population,6436,,,,,,,,,,,,,,1,1,,,,,,
Hochschule fur Technik und Wirtschaft Dresden,6437,,,,,,,,,,,,,,1,1,,,,,,
CRMHT Centre de Recherches sur les Materiaux a Haute Temperature,6438,,,,,,,,,,,,,,1,1,,,,,,
University of Phoenix,6439,,,,,,,,,,,,,,1,1,,,,,,
Fachhochschule Dusseldorf,6440,,,,,,,,,,,,,,1,1,,,,,,
Hospital Lainz,6441,,,,,,,,,,,,,,1,1,,,,,,
"Alcon Research, Ltd.",6442,,,,,,,,,,,,,,1,1,,,,,,
Fukuoka Women's University,6443,,,,,,,,,,,,,,1,1,,,,,,
"European Environment Agency, Denmark",6444,,,,,,,,,,,,,,1,1,,,,,,
Niigata University of Health and Welfare,6445,,1,https://api.elsevier.com/metrics/institution/706967,application/json,Niigata University of Health and Welfare,Institution/706967,jpn,APAC,academic,706967,Japan,,,1,1,,,,,,
Shih Hsin University,6446,,,,,,,,,,,,,,1,1,,,,,,
Chiba Institute of Science,6447,,,,,,,,,,,,,,1,1,,,,,,
Barkatullah University,6448,,,,,,,,,,,,,,1,1,,,,,,
Delphi Research Labs,6449,,,,,,,,,,,,,,1,1,,,,,,
National Institute of Development Administration,6450,,,,,,,,,,,,,,1,1,,,,,,
United Microelectronics Corporation,6451,,,,,,,,,,,,,,1,1,,,,,,
East Surrey Hospital,6452,,,,,,,,,,,,,,1,1,,,,,,
Nihon Pharmaceutical University,6453,,,,,,,,,,,,,,1,1,,,,,,
"YMCA University of Science and Technology, Faridabad",6454,,,,,,,,,,,,,,1,1,,,,,,
Fleury,6455,,,,,,,,,,,,,,1,1,,,,,,
"Leibniz Institute of Atmospheric Physics at the Rostock University (IAP), Kuhlungsborn",6456,,,,,,,,,,,,,,1,1,,,,,,
Seonam University,6457,,,,,,,,,,,,,,1,1,,,,,,
Max-Planck-Institut Halbleiterlabor,6458,,1,https://api.elsevier.com/metrics/institution/700946,application/json,Max-Planck-Institut Halbleiterlabor,Institution/700946,deu,EUR,academic,700946,Germany,,,1,1,,,,,,
Mapua Institute of Technology,6459,,,,,,,,,,,,,,1,1,,,,,,
Bank of England,6460,,,,,,,,,,,,,,1,1,,,,,,
Sohar University,6461,,,,,,,,,,,,,,1,1,,,,,,
Family Health International,6462,,,,,,,,,,,,,,1,1,,,,,,
Katolicka univerzita v Ruzomberku,6463,,,,,,,,,,,,,,1,1,,,,,,
Bitlis Eren University,6464,,,,,,,,,,,,,,1,1,,,,,,
Russian State University For The Humanities - RSUH,6465,,,,,,,,,,,,,,1,1,,,,,,
Hereford Hospitals NHS Trust,6466,,,,,,,,,,,,,,1,1,,,,,,
Changzhou Institute of Technology,6467,,,,,,,,,,,,,,1,1,,,,,,
Belgorod State Technological University,6468,,,,,,,,,,,,,,1,1,,,,,,
Ministry Of Health Mozambique,6469,,,,,,,,,,,,,,1,1,,,,,,
Technische Hochschule Nurnberg - University of Applied Sciences Nuremberg,6470,,,,,,,,,,,,,,1,1,,,,,,
"Forest Research Institute, Slovakia",6471,,1,https://api.elsevier.com/metrics/institution/701318,application/json,"Forest Research Institute, Slovakia",Institution/701318,svk,EUR,government,701318,Slovakia,,,1,1,,,,,,
Dumfries and Galloway Royal Infirmary,6472,,,,,,,,,,,,,,1,1,,,,,,
Instituto de Investigacion Nutricional Lima,6473,,,,,,,,,,,,,,1,1,,,,,,
ImmunoGen Inc,6474,,,,,,,,,,,,,,1,1,,,,,,
Royal Oldham Hospital,6475,,,,,,,,,,,,,,1,1,,,,,,
Instituto Tecnologico de Costa Rica,6476,,,,,,,,,,,,,,1,1,,,,,,
Pontificia Universidade Catolica de Sao Paulo,6477,,,,,,,,,,,,,,1,1,,,,,,
Forest Research Centre - Sandakan,6478,,1,https://api.elsevier.com/metrics/institution/703587,application/json,Forest Research Centre - Sandakan,Institution/703587,mys,APAC,academic,703587,Malaysia,,,1,1,,,,,,
Gediz University,6479,,,,,,,,,,,,,,1,1,,,,,,
Clinique Saint-Joseph,6480,,,,,,,,,,,,,,1,1,,,,,,
West AnHui University,6481,,1,https://api.elsevier.com/metrics/institution/703975,application/json,West AnHui University,Institution/703975,chn,APAC,academic,703975,China,,,1,1,,,,,,
France Telecom R and D,6482,,,,,,,,,,,,,,1,1,,,,,,
Institutul National de Cercetare -Dezvoltare Pentru Microbiologie si Imunologie Cantacuzino,6483,,,,,,,,,,,,,,1,1,,,,,,
Lincoln County Hospital,6484,,,,,,,,,,,,,,1,1,,,,,,
Universidade Estadual do Maranhao,6485,,,,,,,,,,,,,,1,1,,,,,,
Institute of Chartered Financial Analysts of India (ICFAI),6486,,,,,,,,,,,,,,1,1,,,,,,
Cochlear,6487,,,,,,,,,,,,,,1,1,,,,,,
Institute of Scientific and Technical Information of China,6488,,,,,,,,,,,,,,1,1,,,,,,
TED University,6489,,,,,,,,,,,,,,1,1,,,,,,
International Institute of Information Technology Bangalore,6490,,,,,,,,,,,,,,1,1,,,,,,
Tula State University,6491,,,,,,,,,,,,,,1,1,,,,,,
Eastman Kodak,6492,,,,,,,,,,,,,,1,1,,,,,,
Esfarayen University of Technology,6493,,,,,,,,,,,,,,1,1,,,,,,
Usmanu Danfodiyo University,6494,,,,,,,,,,,,,,1,1,,,,,,
Wheaton College,6495,,,,,,,,,,,,,,1,1,,,,,,
Universidade Regional Integrada do Alto Uruguai e das Missoes,6496,,,,,,,,,,,,,,1,1,,,,,,
Wingate Institute Israel,6497,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Koblenz - University of Applied Sciences Koblenz,6498,,,,,,,,,,,,,,1,1,,,,,,
Tver State University,6499,,,,,,,,,,,,,,1,1,,,,,,
Rockwell Collins,6500,,,,,,,,,,,,,,1,1,,,,,,
Asia Pacific University of Technology and Innovation,6501,,,,,,,,,,,,,,1,1,,,,,,
Governors State University,6502,,,,,,,,,,,,,,1,1,,,,,,
Fraunhofer Institute for Surface Engineering and Thin Films,6503,,,,,,,,,,,,,,1,1,,,,,,
University of Applied Sciences Leiden,6504,,,,,,,,,,,,,,1,1,,,,,,
Artvin Coruh University,6505,,,,,,,,,,,,,,1,1,,,,,,
Ministry of Health Tonga,6506,,,,,,,,,,,,,,1,1,,,,,,
Academic Model Providing Access to Healthcare (AMPATH),6507,,,,,,,,,,,,,,1,1,,,,,,
Frimley Park Hospital NHS Foundation Trust,6508,,,,,,,,,,,,,,1,1,,,,,,
Berner Fachhochschule,6509,,,,,,,,,,,,,,1,1,,,,,,
Nagasaki International University,6510,,,,,,,,,,,,,,1,1,,,,,,
Gurukula Kangri Vishwavidyalaya,6511,,,,,,,,,,,,,,1,1,,,,,,
Library of Congress,6512,,,,,,,,,,,,,,1,1,,,,,,
Kannur University,6513,,,,,,,,,,,,,,1,1,,,,,,
ENSCI Ecole Nationale Superieure de Ceramique Industrielle,6514,,,,,,,,,,,,,,1,1,,,,,,
Gas Technology Institute,6515,,,,,,,,,,,,,,1,1,,,,,,
Kunming Medical College,6516,,,,,,,,,,,,,,1,1,,,,,,
Jilin Jianzhu University,6517,,,,,,,,,,,,,,1,1,,,,,,
Asahi Kasei Corporation,6518,,,,,,,,,,,,,,1,1,,,,,,
